기준연월,지역명,방문자 수
202201,대전광역시,6155852.0
202202,대전광역시,5135351.0
202203,대전광역시,6591926.0
202204,대전광역시,5677300.0
202205,대전광역시,6589603.0
202206,대전광역시,6096922.0
202207,대전광역시,6590498.0
202208,대전광역시,6371952.0
202209,대전광역시,7259288.0
202210,대전광역시,6659270.0
202211,대전광역시,6182764.0
202212,대전광역시,6411322.0
202301,대전광역시,6841589.0
202302,대전광역시,6173027.0
202303,대전광역시,7729728.0
202304,대전광역시,6241935.0
202305,대전광역시,6643901.0
202306,대전광역시,6618040.0
