기준연월,지역명,방문자 수
202201,경기도,4.6206079E7
202202,경기도,3.9261432E7
202203,경기도,4.9029103E7
202204,경기도,5.2463014E7
202205,경기도,5.3367666E7
202206,경기도,4.9153734E7
202207,경기도,5.3954202E7
202208,경기도,5.2264925E7
202209,경기도,5.5002283E7
202210,경기도,5.5588636E7
202211,경기도,5.0088955E7
202212,경기도,4.7985933E7
202301,경기도,4.8939208E7
202302,경기도,4.6881857E7
202303,경기도,5.7105322E7
202304,경기도,4.8978896E7
202305,경기도,5.3730849E7
202306,경기도,5.1074604E7
