기준연월,지역명,방문자 수
202201,울산광역시,3897163.0
202202,울산광역시,3303227.0
202203,울산광역시,3863197.0
202204,울산광역시,3557199.0
202205,울산광역시,4107418.0
202206,울산광역시,3789752.0
202207,울산광역시,4171357.0
202208,울산광역시,4169978.0
202209,울산광역시,4114528.0
202210,울산광역시,4419663.0
202211,울산광역시,3747959.0
202212,울산광역시,3835198.0
202301,울산광역시,4233573.0
202302,울산광역시,3573533.0
202303,울산광역시,4304059.0
202304,울산광역시,3748211.0
202305,울산광역시,4303021.0
202306,울산광역시,3961710.0
