기준연월,지역명,방문자 수
202201,서울특별시,4.2796214E7
202202,서울특별시,3.6525325E7
202203,서울특별시,4.5534626E7
202204,서울특별시,4.7546308E7
202205,서울특별시,4.9257599E7
202206,서울특별시,4.5495689E7
202207,서울특별시,4.9061779E7
202208,서울특별시,4.6809773E7
202209,서울특별시,4.9975674E7
202210,서울특별시,5.0428808E7
202211,서울특별시,4.7294553E7
202212,서울특별시,4.8371402E7
202301,서울특별시,4.7263954E7
202302,서울특별시,4.7098255E7
202303,서울특별시,5.4993024E7
202304,서울특별시,4.5031501E7
202305,서울특별시,4.9491023E7
202306,서울특별시,4.7746822E7
