기준연월,지역명,방문자 수
202201,세종특별자치시,2161993.0
202202,세종특별자치시,1851992.0
202203,세종특별자치시,2365836.0
202204,세종특별자치시,2168301.0
202205,세종특별자치시,2412971.0
202206,세종특별자치시,2142341.0
202207,세종특별자치시,2301674.0
202208,세종특별자치시,2215812.0
202209,세종특별자치시,2481029.0
202210,세종특별자치시,2398345.0
202211,세종특별자치시,2187609.0
202212,세종특별자치시,2164598.0
202301,세종특별자치시,2246056.0
202302,세종특별자치시,2083014.0
202303,세종특별자치시,2692832.0
202304,세종특별자치시,2177221.0
202305,세종특별자치시,2318062.0
202306,세종특별자치시,2211870.0
