기준연월,지역명,방문자 수
202201,인천광역시,1.1615458E7
202202,인천광역시,9940154.0
202203,인천광역시,1.1701347E7
202204,인천광역시,1.3140228E7
202205,인천광역시,1.3449655E7
202206,인천광역시,1.2505647E7
202207,인천광역시,1.4147525E7
202208,인천광역시,1.3905818E7
202209,인천광역시,1.4802431E7
202210,인천광역시,1.462892E7
202211,인천광역시,1.3311216E7
202212,인천광역시,1.3682188E7
202301,인천광역시,1.4324582E7
202302,인천광역시,1.3191643E7
202303,인천광역시,1.5632212E7
202304,인천광역시,1.3830256E7
202305,인천광역시,1.5898184E7
202306,인천광역시,1.4330839E7
