기준연월,지역명,방문자 수
202201,부산광역시,1.1440099E7
202202,부산광역시,9939494.0
202203,부산광역시,1.1439539E7
202204,부산광역시,1.0162094E7
202205,부산광역시,1.194788E7
202206,부산광역시,1.128637E7
202207,부산광역시,1.2605189E7
202208,부산광역시,1.2666223E7
202209,부산광역시,1.230145E7
202210,부산광역시,1.2046802E7
202211,부산광역시,1.092686E7
202212,부산광역시,1.2045107E7
202301,부산광역시,1.3182096E7
202302,부산광역시,1.1240743E7
202303,부산광역시,1.316276E7
202304,부산광역시,1.1495203E7
202305,부산광역시,1.245129E7
202306,부산광역시,1.1698515E7
