기초지자체,기타관광,레저스포츠,문화관광,쇼핑,숙박,역사관광,음식,자연관광,체험관광,외부방문자 수
전라북도 임실군,1809102.0,616787.0,1263252.0,97791.0,328480.0,114367.0,2416769.0,583418.0,8541.0,7238435.0
전라북도 장수군,156675.0,641855.0,262881.0,29918.0,383411.0,166717.0,434710.0,471583.0,47122.0,2594820.0
전라북도 전주시 덕진구,4698885.0,242611.0,6490970.0,1776234.0,3101536.0,16174.0,14499713.0,1517773.0,4205.0,32348101.0
전라북도 전주시 완산구,145885.0,143471.0,2230691.0,4729699.0,4428618.0,4661068.0,18137642.0,1035.0,10002.0,34488110.0
전라북도 정읍시,2315703.0,703944.0,1429338.0,543381.0,1007809.0,333485.0,3432801.0,327357.0,120116.0,10213933.0
전라북도 진안군,276014.0,352164.0,512687.0,68645.0,559744.0,460487.0,526475.0,1347011.0,113340.0,4216526.0
제주특별자치도 서귀포시,3976816.0,1749710.0,4910232.0,2609646.0,10543683.0,467153.0,14931540.0,4776632.0,567353.0,44533211.0
제주특별자치도 제주시,7290661.0,2458887.0,4137342.0,3118217.0,9117714.0,364475.0,24526855.0,7309967.0,179020.0,58503136.0
충청남도 계룡시,388376.0,1058618.0,516714.0,633017.0,381701.0,60174.0,1777194.0,54765.0,1900.0,4872362.0
충청남도 공주시,1838976.0,696097.0,2041287.0,570591.0,2769609.0,5755824.0,9777099.0,625833.0,153854.0,24228928.0
충청남도 금산군,1400800.0,732166.0,535893.0,866767.0,1222479.0,453755.0,3193310.0,351432.0,545381.0,9302076.0
충청남도 논산시,2694240.0,844151.0,1436889.0,803122.0,1560849.0,816361.0,5279797.0,968402.0,145493.0,14549304.0
충청남도 당진시,1765881.0,982692.0,4380688.0,1001056.0,1418423.0,416741.0,7547255.0,3342487.0,13147.0,20868370.0
충청남도 보령시,1125357.0,782771.0,1449540.0,1303140.0,3842053.0,108937.0,4553514.0,3221784.0,43871.0,16430966.0
충청남도 부여군,413860.0,777813.0,1400083.0,1421289.0,1512721.0,1626542.0,2557728.0,119148.0,34127.0,9863212.0
충청남도 서산시,1288890.0,584413.0,748435.0,1487193.0,1576913.0,2659627.0,5442598.0,2573843.0,40186.0,16402261.0
충청남도 서천군,1368786.0,98132.0,978157.0,1238546.0,984578.0,298286.0,1306741.0,2688009.0,83118.0,9044445.0
충청남도 아산시,5504044.0,1621997.0,1791239.0,3019472.0,2251402.0,1227616.0,13185987.0,823661.0,1457698.0,30883424.0
충청남도 예산군,2493592.0,409196.0,562326.0,1199612.0,2399090.0,1450457.0,4033196.0,521099.0,317103.0,13385538.0
충청남도 천안시 동남구,3061330.0,2065737.0,5436928.0,5134445.0,3502046.0,966082.0,18042974.0,353350.0,266760.0,38829651.0
충청남도 천안시 서북구,249342.0,520351.0,2014734.0,7237242.0,3101437.0,44668.0,20012003.0,141671.0,13000.0,33334449.0
충청남도 청양군,945693.0,198213.0,598398.0,130832.0,505122.0,312612.0,1114419.0,408677.0,10561.0,4224485.0
충청남도 태안군,644802.0,877107.0,959736.0,478407.0,5013940.0,133441.0,2700963.0,5287802.0,137662.0,16233697.0
충청남도 홍성군,1308313.0,50780.0,1151733.0,990369.0,787902.0,306418.0,4235273.0,2028908.0,13918.0,10873615.0
충청북도 괴산군,1520854.0,175422.0,584582.0,301086.0,2524190.0,303061.0,1876306.0,2026614.0,93778.0,9405986.0
충청북도 단양군,1279385.0,388819.0,1233206.0,775905.0,1579944.0,364942.0,1688378.0,562267.0,7644.0,7880411.0
충청북도 보은군,333609.0,791479.0,628258.0,55449.0,737377.0,986870.0,1027176.0,826559.0,1886.0,5388608.0
충청북도 영동군,1147737.0,689386.0,467185.0,118337.0,615222.0,445680.0,1347445.0,969186.0,11973.0,5812210.0
충청북도 옥천군,1351394.0,291726.0,1577519.0,142292.0,799709.0,563997.0,3859447.0,728281.0,83928.0,9398385.0
충청북도 음성군,1409210.0,5815649.0,977190.0,578428.0,1348864.0,336359.0,6112406.0,547912.0,17658.0,17143676.0
충청북도 제천시,2033618.0,828462.0,472219.0,1152379.0,3083082.0,380916.0,4275439.0,893773.0,74283.0,13194171.0
충청북도 증평군,549039.0,749244.0,332824.0,115878.0,492247.0,33898.0,2449972.0,416160.0,75774.0,5215036.0
충청북도 진천군,748825.0,3109196.0,523328.0,260286.0,1242760.0,1001648.0,4058373.0,520457.0,16533.0,11481520.0
충청북도 청주시 상당구,1850280.0,1000604.0,4581285.0,2613557.0,2309272.0,1023553.0,12974907.0,553761.0,92338.0,26999556.0
충청북도 청주시 서원구,223980.0,1285590.0,1457317.0,3362332.0,423278.0,266256.0,18803588.0,2101.0,433519.0,26257961.0
충청북도 청주시 청원구,4895284.0,1322510.0,2365508.0,1177061.0,2141527.0,318545.0,10783146.0,189361.0,41590.0,23234532.0
충청북도 청주시 흥덕구,8888731.0,1152208.0,1334667.0,5943814.0,2462568.0,35671.0,11712430.0,23044.0,14205.0,31567339.0
충청북도 충주시,1603925.0,5555459.0,1549647.0,1355454.0,2735128.0,235064.0,7005847.0,1030647.0,554248.0,21624987.0
