기준연월,지역명,방문자 수
202201,대구광역시,7885605.0
202202,대구광역시,6505273.0
202203,대구광역시,7588444.0
202204,대구광역시,7053746.0
202205,대구광역시,7765892.0
202206,대구광역시,8361217.0
202207,대구광역시,1.1813725E7
202208,대구광역시,8377896.0
202209,대구광역시,8941902.0
202210,대구광역시,8306781.0
202211,대구광역시,7934274.0
202212,대구광역시,8376226.0
202301,대구광역시,9147805.0
202302,대구광역시,7673608.0
202303,대구광역시,9290473.0
202304,대구광역시,7783325.0
202305,대구광역시,8339489.0
202306,대구광역시,7689465.0
