기준연월,지역명,방문자 수
202201,전라북도,7385408.0
202202,전라북도,5930430.0
202203,전라북도,6630913.0
202204,전라북도,6486462.0
202205,전라북도,7327523.0
202206,전라북도,7855493.0
202207,전라북도,1.2297896E7
202208,전라북도,8612745.0
202209,전라북도,9023837.0
202210,전라북도,8742209.0
202211,전라북도,7795796.0
202212,전라북도,6488755.0
202301,전라북도,8266749.0
202302,전라북도,6549710.0
202303,전라북도,8110891.0
202304,전라북도,7604794.0
202305,전라북도,8239808.0
202306,전라북도,7449059.0
